ncodpers,added_products
137453,ind_tjcr_fin_ult1
137454,ind_tjcr_fin_ult1
137455,ind_tjcr_fin_ult1
137456,ind_tjcr_fin_ult1
137457,ind_tjcr_fin_ult1
137460,ind_tjcr_fin_ult1
137462,ind_tjcr_fin_ult1
137463,ind_tjcr_fin_ult1
137467,ind_tjcr_fin_ult1
137469,ind_tjcr_fin_ult1
137470,ind_tjcr_fin_ult1
137471,ind_tjcr_fin_ult1
137472,ind_tjcr_fin_ult1
137473,ind_tjcr_fin_ult1
137476,ind_tjcr_fin_ult1
137478,ind_tjcr_fin_ult1
137480,ind_tjcr_fin_ult1
137481,ind_tjcr_fin_ult1
137489,ind_tjcr_fin_ult1
137492,ind_tjcr_fin_ult1
137493,ind_tjcr_fin_ult1
137496,ind_tjcr_fin_ult1
137497,ind_tjcr_fin_ult1
137500,ind_tjcr_fin_ult1
137502,ind_tjcr_fin_ult1
137503,ind_tjcr_fin_ult1
137506,ind_tjcr_fin_ult1
137507,ind_tjcr_fin_ult1
137511,ind_tjcr_fin_ult1
137512,ind_tjcr_fin_ult1
137514,ind_tjcr_fin_ult1
137517,ind_tjcr_fin_ult1
137519,ind_tjcr_fin_ult1
137521,ind_tjcr_fin_ult1
137524,ind_tjcr_fin_ult1
137525,ind_tjcr_fin_ult1
137527,ind_tjcr_fin_ult1
137528,ind_tjcr_fin_ult1
137530,ind_tjcr_fin_ult1
137532,ind_tjcr_fin_ult1
137534,ind_tjcr_fin_ult1
137536,ind_tjcr_fin_ult1
137539,ind_tjcr_fin_ult1
137542,ind_tjcr_fin_ult1
137545,ind_tjcr_fin_ult1
137549,ind_tjcr_fin_ult1
137553,ind_tjcr_fin_ult1
137554,ind_tjcr_fin_ult1
137555,ind_tjcr_fin_ult1
137556,ind_tjcr_fin_ult1
137558,ind_tjcr_fin_ult1
137559,ind_tjcr_fin_ult1
137561,ind_tjcr_fin_ult1
137562,ind_tjcr_fin_ult1
137564,ind_tjcr_fin_ult1
137565,ind_tjcr_fin_ult1
137567,ind_tjcr_fin_ult1
137569,ind_tjcr_fin_ult1
137570,ind_tjcr_fin_ult1
137575,ind_tjcr_fin_ult1
137579,ind_tjcr_fin_ult1
137580,ind_tjcr_fin_ult1
137582,ind_tjcr_fin_ult1
137583,ind_tjcr_fin_ult1
137584,ind_tjcr_fin_ult1
137588,ind_tjcr_fin_ult1
137589,ind_tjcr_fin_ult1
137593,ind_tjcr_fin_ult1
137595,ind_tjcr_fin_ult1
137596,ind_tjcr_fin_ult1
137599,ind_tjcr_fin_ult1
137600,ind_tjcr_fin_ult1
137601,ind_tjcr_fin_ult1
137603,ind_tjcr_fin_ult1
137605,ind_tjcr_fin_ult1
137606,ind_tjcr_fin_ult1
137611,ind_tjcr_fin_ult1
137612,ind_tjcr_fin_ult1
137614,ind_tjcr_fin_ult1
137617,ind_tjcr_fin_ult1
137619,ind_tjcr_fin_ult1
137624,ind_tjcr_fin_ult1
137625,ind_tjcr_fin_ult1
137627,ind_tjcr_fin_ult1
137630,ind_tjcr_fin_ult1
137632,ind_tjcr_fin_ult1
137634,ind_tjcr_fin_ult1
137637,ind_tjcr_fin_ult1
137638,ind_tjcr_fin_ult1
137639,ind_tjcr_fin_ult1
137646,ind_tjcr_fin_ult1
137647,ind_tjcr_fin_ult1
137648,ind_tjcr_fin_ult1
137649,ind_tjcr_fin_ult1
137650,ind_tjcr_fin_ult1
137651,ind_tjcr_fin_ult1
137652,ind_tjcr_fin_ult1
137654,ind_tjcr_fin_ult1
137656,ind_tjcr_fin_ult1
137657,ind_tjcr_fin_ult1
137661,ind_tjcr_fin_ult1
137668,ind_tjcr_fin_ult1
137672,ind_tjcr_fin_ult1
137673,ind_tjcr_fin_ult1
137677,ind_tjcr_fin_ult1
137679,ind_tjcr_fin_ult1
137680,ind_tjcr_fin_ult1
137681,ind_tjcr_fin_ult1
137682,ind_tjcr_fin_ult1
137683,ind_tjcr_fin_ult1
137684,ind_tjcr_fin_ult1
137685,ind_tjcr_fin_ult1
137686,ind_tjcr_fin_ult1
137687,ind_tjcr_fin_ult1
137688,ind_tjcr_fin_ult1
137689,ind_tjcr_fin_ult1
137691,ind_tjcr_fin_ult1
137693,ind_tjcr_fin_ult1
137695,ind_tjcr_fin_ult1
137696,ind_tjcr_fin_ult1
137697,ind_tjcr_fin_ult1
137698,ind_tjcr_fin_ult1
137700,ind_tjcr_fin_ult1
137702,ind_tjcr_fin_ult1
137703,ind_tjcr_fin_ult1
137705,ind_tjcr_fin_ult1
137706,ind_tjcr_fin_ult1
137707,ind_tjcr_fin_ult1
137708,ind_tjcr_fin_ult1
137710,ind_tjcr_fin_ult1
137711,ind_tjcr_fin_ult1
137714,ind_tjcr_fin_ult1
137715,ind_tjcr_fin_ult1
137718,ind_tjcr_fin_ult1
137719,ind_tjcr_fin_ult1
137722,ind_tjcr_fin_ult1
137723,ind_tjcr_fin_ult1
137724,ind_tjcr_fin_ult1
137734,ind_tjcr_fin_ult1
137735,ind_tjcr_fin_ult1
137736,ind_tjcr_fin_ult1
137739,ind_tjcr_fin_ult1
137740,ind_tjcr_fin_ult1
137741,ind_tjcr_fin_ult1
137743,ind_tjcr_fin_ult1
137749,ind_tjcr_fin_ult1
137751,ind_tjcr_fin_ult1
137752,ind_tjcr_fin_ult1
137754,ind_tjcr_fin_ult1
137757,ind_tjcr_fin_ult1
137760,ind_tjcr_fin_ult1
137762,ind_tjcr_fin_ult1
137765,ind_tjcr_fin_ult1
137767,ind_tjcr_fin_ult1
137769,ind_tjcr_fin_ult1
137770,ind_tjcr_fin_ult1
137777,ind_tjcr_fin_ult1
137779,ind_tjcr_fin_ult1
137781,ind_tjcr_fin_ult1
137783,ind_tjcr_fin_ult1
137784,ind_tjcr_fin_ult1
137785,ind_tjcr_fin_ult1
137786,ind_tjcr_fin_ult1
137787,ind_tjcr_fin_ult1
137788,ind_tjcr_fin_ult1
137789,ind_tjcr_fin_ult1
137792,ind_tjcr_fin_ult1
137793,ind_tjcr_fin_ult1
137802,ind_tjcr_fin_ult1
137803,ind_tjcr_fin_ult1
137804,ind_tjcr_fin_ult1
137805,ind_tjcr_fin_ult1
137807,ind_tjcr_fin_ult1
137808,ind_tjcr_fin_ult1
137810,ind_tjcr_fin_ult1
137811,ind_tjcr_fin_ult1
137812,ind_tjcr_fin_ult1
137814,ind_tjcr_fin_ult1
137816,ind_tjcr_fin_ult1
137817,ind_tjcr_fin_ult1
137818,ind_tjcr_fin_ult1
137821,ind_tjcr_fin_ult1
137824,ind_tjcr_fin_ult1
137826,ind_tjcr_fin_ult1
137827,ind_tjcr_fin_ult1
137828,ind_tjcr_fin_ult1
137831,ind_tjcr_fin_ult1
137832,ind_tjcr_fin_ult1
137833,ind_tjcr_fin_ult1
137836,ind_tjcr_fin_ult1
137838,ind_tjcr_fin_ult1
137839,ind_tjcr_fin_ult1
137842,ind_tjcr_fin_ult1
137843,ind_tjcr_fin_ult1
137844,ind_tjcr_fin_ult1
137845,ind_tjcr_fin_ult1
137847,ind_tjcr_fin_ult1
137848,ind_tjcr_fin_ult1
137849,ind_tjcr_fin_ult1
137851,ind_tjcr_fin_ult1
137852,ind_tjcr_fin_ult1
137855,ind_tjcr_fin_ult1
137857,ind_tjcr_fin_ult1
137858,ind_tjcr_fin_ult1
137859,ind_tjcr_fin_ult1
137861,ind_tjcr_fin_ult1
137863,ind_tjcr_fin_ult1
137864,ind_tjcr_fin_ult1
137871,ind_tjcr_fin_ult1
137876,ind_tjcr_fin_ult1
137880,ind_tjcr_fin_ult1
137882,ind_tjcr_fin_ult1
137884,ind_tjcr_fin_ult1
137886,ind_tjcr_fin_ult1
137888,ind_tjcr_fin_ult1
137891,ind_tjcr_fin_ult1
137893,ind_tjcr_fin_ult1
137894,ind_tjcr_fin_ult1
137895,ind_tjcr_fin_ult1
137896,ind_tjcr_fin_ult1
137897,ind_tjcr_fin_ult1
137898,ind_tjcr_fin_ult1
137900,ind_tjcr_fin_ult1
137902,ind_tjcr_fin_ult1
137903,ind_tjcr_fin_ult1
137906,ind_tjcr_fin_ult1
137907,ind_tjcr_fin_ult1
137909,ind_tjcr_fin_ult1
137910,ind_tjcr_fin_ult1
137911,ind_tjcr_fin_ult1
137914,ind_tjcr_fin_ult1
137921,ind_tjcr_fin_ult1
137923,ind_tjcr_fin_ult1
137926,ind_tjcr_fin_ult1
137928,ind_tjcr_fin_ult1
137930,ind_tjcr_fin_ult1
137940,ind_tjcr_fin_ult1
137941,ind_tjcr_fin_ult1
137943,ind_tjcr_fin_ult1
137947,ind_tjcr_fin_ult1
137949,ind_tjcr_fin_ult1
137951,ind_tjcr_fin_ult1
137952,ind_tjcr_fin_ult1
137953,ind_tjcr_fin_ult1
137955,ind_tjcr_fin_ult1
137956,ind_tjcr_fin_ult1
137958,ind_tjcr_fin_ult1
137962,ind_tjcr_fin_ult1
137963,ind_tjcr_fin_ult1
137965,ind_tjcr_fin_ult1
137966,ind_tjcr_fin_ult1
137968,ind_tjcr_fin_ult1
137971,ind_tjcr_fin_ult1
137974,ind_tjcr_fin_ult1
137975,ind_tjcr_fin_ult1
137979,ind_tjcr_fin_ult1
137981,ind_tjcr_fin_ult1
137982,ind_tjcr_fin_ult1
137984,ind_tjcr_fin_ult1
137986,ind_tjcr_fin_ult1
137987,ind_tjcr_fin_ult1
137988,ind_tjcr_fin_ult1
137990,ind_tjcr_fin_ult1
137992,ind_tjcr_fin_ult1
137993,ind_tjcr_fin_ult1
137997,ind_tjcr_fin_ult1
137999,ind_tjcr_fin_ult1
138000,ind_tjcr_fin_ult1
138002,ind_tjcr_fin_ult1
138003,ind_tjcr_fin_ult1
138004,ind_tjcr_fin_ult1
138005,ind_tjcr_fin_ult1
138006,ind_tjcr_fin_ult1
138009,ind_tjcr_fin_ult1
138010,ind_tjcr_fin_ult1
138013,ind_tjcr_fin_ult1
138014,ind_tjcr_fin_ult1
138015,ind_tjcr_fin_ult1
138017,ind_tjcr_fin_ult1
138019,ind_tjcr_fin_ult1
138020,ind_tjcr_fin_ult1
138021,ind_tjcr_fin_ult1
138022,ind_tjcr_fin_ult1
138023,ind_tjcr_fin_ult1
138024,ind_tjcr_fin_ult1
138025,ind_tjcr_fin_ult1
138027,ind_tjcr_fin_ult1
138028,ind_tjcr_fin_ult1
138033,ind_tjcr_fin_ult1
138035,ind_tjcr_fin_ult1
138037,ind_tjcr_fin_ult1
138038,ind_tjcr_fin_ult1
138042,ind_tjcr_fin_ult1
138043,ind_tjcr_fin_ult1
138044,ind_tjcr_fin_ult1
138045,ind_tjcr_fin_ult1
138046,ind_tjcr_fin_ult1
138052,ind_tjcr_fin_ult1
138056,ind_tjcr_fin_ult1
138057,ind_tjcr_fin_ult1
138058,ind_tjcr_fin_ult1
138059,ind_tjcr_fin_ult1
138061,ind_tjcr_fin_ult1
138065,ind_tjcr_fin_ult1
138066,ind_tjcr_fin_ult1
138070,ind_tjcr_fin_ult1
138072,ind_tjcr_fin_ult1
138073,ind_tjcr_fin_ult1
138074,ind_tjcr_fin_ult1
138076,ind_tjcr_fin_ult1
138077,ind_tjcr_fin_ult1
138079,ind_tjcr_fin_ult1
138080,ind_tjcr_fin_ult1
138083,ind_tjcr_fin_ult1
138085,ind_tjcr_fin_ult1
138087,ind_tjcr_fin_ult1
138088,ind_tjcr_fin_ult1
138089,ind_tjcr_fin_ult1
138090,ind_tjcr_fin_ult1
138096,ind_tjcr_fin_ult1
138102,ind_tjcr_fin_ult1
138103,ind_tjcr_fin_ult1
138104,ind_tjcr_fin_ult1
138105,ind_tjcr_fin_ult1
138106,ind_tjcr_fin_ult1
138108,ind_tjcr_fin_ult1
138109,ind_tjcr_fin_ult1
138110,ind_tjcr_fin_ult1
138116,ind_tjcr_fin_ult1
138117,ind_tjcr_fin_ult1
138120,ind_tjcr_fin_ult1
138121,ind_tjcr_fin_ult1
138122,ind_tjcr_fin_ult1
138123,ind_tjcr_fin_ult1
138124,ind_tjcr_fin_ult1
138127,ind_tjcr_fin_ult1
138130,ind_tjcr_fin_ult1
138132,ind_tjcr_fin_ult1
138136,ind_tjcr_fin_ult1
138138,ind_tjcr_fin_ult1
138139,ind_tjcr_fin_ult1
138145,ind_tjcr_fin_ult1
138156,ind_tjcr_fin_ult1
138157,ind_tjcr_fin_ult1
138160,ind_tjcr_fin_ult1
138161,ind_tjcr_fin_ult1
138163,ind_tjcr_fin_ult1
138165,ind_tjcr_fin_ult1
138166,ind_tjcr_fin_ult1
138169,ind_tjcr_fin_ult1
138170,ind_tjcr_fin_ult1
138173,ind_tjcr_fin_ult1
138174,ind_tjcr_fin_ult1
138177,ind_tjcr_fin_ult1
138178,ind_tjcr_fin_ult1
138179,ind_tjcr_fin_ult1
138181,ind_tjcr_fin_ult1
138183,ind_tjcr_fin_ult1
138187,ind_tjcr_fin_ult1
138188,ind_tjcr_fin_ult1
138189,ind_tjcr_fin_ult1
138193,ind_tjcr_fin_ult1
138198,ind_tjcr_fin_ult1
138200,ind_tjcr_fin_ult1
138201,ind_tjcr_fin_ult1
138203,ind_tjcr_fin_ult1
138204,ind_tjcr_fin_ult1
138206,ind_tjcr_fin_ult1
138207,ind_tjcr_fin_ult1
138208,ind_tjcr_fin_ult1
138209,ind_tjcr_fin_ult1
138212,ind_tjcr_fin_ult1
138213,ind_tjcr_fin_ult1
138214,ind_tjcr_fin_ult1
138216,ind_tjcr_fin_ult1
138218,ind_tjcr_fin_ult1
138224,ind_tjcr_fin_ult1
138226,ind_tjcr_fin_ult1
138228,ind_tjcr_fin_ult1
138229,ind_tjcr_fin_ult1
138233,ind_tjcr_fin_ult1
138234,ind_tjcr_fin_ult1
138235,ind_tjcr_fin_ult1
138236,ind_tjcr_fin_ult1
138238,ind_tjcr_fin_ult1
138243,ind_tjcr_fin_ult1
138244,ind_tjcr_fin_ult1
138247,ind_tjcr_fin_ult1
138249,ind_tjcr_fin_ult1
138250,ind_tjcr_fin_ult1
138251,ind_tjcr_fin_ult1
138253,ind_tjcr_fin_ult1
138256,ind_tjcr_fin_ult1
138257,ind_tjcr_fin_ult1
138260,ind_tjcr_fin_ult1
138263,ind_tjcr_fin_ult1
138265,ind_tjcr_fin_ult1
138266,ind_tjcr_fin_ult1
138268,ind_tjcr_fin_ult1
138269,ind_tjcr_fin_ult1
138270,ind_tjcr_fin_ult1
138271,ind_tjcr_fin_ult1
138272,ind_tjcr_fin_ult1
138275,ind_tjcr_fin_ult1
138276,ind_tjcr_fin_ult1
138280,ind_tjcr_fin_ult1
138281,ind_tjcr_fin_ult1
138282,ind_tjcr_fin_ult1
138289,ind_tjcr_fin_ult1
138291,ind_tjcr_fin_ult1
138293,ind_tjcr_fin_ult1
138294,ind_tjcr_fin_ult1
138295,ind_tjcr_fin_ult1
138299,ind_tjcr_fin_ult1
138300,ind_tjcr_fin_ult1
138305,ind_tjcr_fin_ult1
138309,ind_tjcr_fin_ult1
138310,ind_tjcr_fin_ult1
138311,ind_tjcr_fin_ult1
138313,ind_tjcr_fin_ult1
138314,ind_tjcr_fin_ult1
138315,ind_tjcr_fin_ult1
138316,ind_tjcr_fin_ult1
138320,ind_tjcr_fin_ult1
138335,ind_tjcr_fin_ult1
138336,ind_tjcr_fin_ult1
138337,ind_tjcr_fin_ult1
138343,ind_tjcr_fin_ult1
138350,ind_tjcr_fin_ult1
138351,ind_tjcr_fin_ult1
138355,ind_tjcr_fin_ult1
138358,ind_tjcr_fin_ult1
138360,ind_tjcr_fin_ult1
138362,ind_tjcr_fin_ult1
138363,ind_tjcr_fin_ult1
138364,ind_tjcr_fin_ult1
138367,ind_tjcr_fin_ult1
138368,ind_tjcr_fin_ult1
138369,ind_tjcr_fin_ult1
138370,ind_tjcr_fin_ult1
138374,ind_tjcr_fin_ult1
138376,ind_tjcr_fin_ult1
138377,ind_tjcr_fin_ult1
138379,ind_tjcr_fin_ult1
138380,ind_tjcr_fin_ult1
138382,ind_tjcr_fin_ult1
138383,ind_tjcr_fin_ult1
138386,ind_tjcr_fin_ult1
138388,ind_tjcr_fin_ult1
138389,ind_tjcr_fin_ult1
138393,ind_tjcr_fin_ult1
138394,ind_tjcr_fin_ult1
138395,ind_tjcr_fin_ult1
138397,ind_tjcr_fin_ult1
138399,ind_tjcr_fin_ult1
138401,ind_tjcr_fin_ult1
138403,ind_tjcr_fin_ult1
138407,ind_tjcr_fin_ult1
138409,ind_tjcr_fin_ult1
138411,ind_tjcr_fin_ult1
138412,ind_tjcr_fin_ult1
138413,ind_tjcr_fin_ult1
138415,ind_tjcr_fin_ult1
138420,ind_tjcr_fin_ult1
138422,ind_tjcr_fin_ult1
138424,ind_tjcr_fin_ult1
138425,ind_tjcr_fin_ult1
138426,ind_tjcr_fin_ult1
138432,ind_tjcr_fin_ult1
138437,ind_tjcr_fin_ult1
138438,ind_tjcr_fin_ult1
138439,ind_tjcr_fin_ult1
138440,ind_tjcr_fin_ult1
138442,ind_tjcr_fin_ult1
138443,ind_tjcr_fin_ult1
138444,ind_tjcr_fin_ult1
138445,ind_tjcr_fin_ult1
138447,ind_tjcr_fin_ult1
138448,ind_tjcr_fin_ult1
138451,ind_tjcr_fin_ult1
138453,ind_tjcr_fin_ult1
138456,ind_tjcr_fin_ult1
138459,ind_tjcr_fin_ult1
138460,ind_tjcr_fin_ult1
138461,ind_tjcr_fin_ult1
138464,ind_tjcr_fin_ult1
138467,ind_tjcr_fin_ult1
138471,ind_tjcr_fin_ult1
138472,ind_tjcr_fin_ult1
138473,ind_tjcr_fin_ult1
138475,ind_tjcr_fin_ult1
138476,ind_tjcr_fin_ult1
138477,ind_tjcr_fin_ult1
138478,ind_tjcr_fin_ult1
138482,ind_tjcr_fin_ult1
138483,ind_tjcr_fin_ult1
138484,ind_tjcr_fin_ult1
138486,ind_tjcr_fin_ult1
138487,ind_tjcr_fin_ult1
138490,ind_tjcr_fin_ult1
138491,ind_tjcr_fin_ult1
138492,ind_tjcr_fin_ult1
138493,ind_tjcr_fin_ult1
138495,ind_tjcr_fin_ult1
138498,ind_tjcr_fin_ult1
138499,ind_tjcr_fin_ult1
138503,ind_tjcr_fin_ult1
138504,ind_tjcr_fin_ult1
138505,ind_tjcr_fin_ult1
138509,ind_tjcr_fin_ult1
138511,ind_tjcr_fin_ult1
138512,ind_tjcr_fin_ult1
138513,ind_tjcr_fin_ult1
138516,ind_tjcr_fin_ult1
138517,ind_tjcr_fin_ult1
138518,ind_tjcr_fin_ult1
138519,ind_tjcr_fin_ult1
138522,ind_tjcr_fin_ult1
138523,ind_tjcr_fin_ult1
138525,ind_tjcr_fin_ult1
138526,ind_tjcr_fin_ult1
138529,ind_tjcr_fin_ult1
138531,ind_tjcr_fin_ult1
138532,ind_tjcr_fin_ult1
138534,ind_tjcr_fin_ult1
138535,ind_tjcr_fin_ult1
138538,ind_tjcr_fin_ult1
138539,ind_tjcr_fin_ult1
138540,ind_tjcr_fin_ult1
138542,ind_tjcr_fin_ult1
138547,ind_tjcr_fin_ult1
138550,ind_tjcr_fin_ult1
138552,ind_tjcr_fin_ult1
138553,ind_tjcr_fin_ult1
138556,ind_tjcr_fin_ult1
138557,ind_tjcr_fin_ult1
138558,ind_tjcr_fin_ult1
138563,ind_tjcr_fin_ult1
138565,ind_tjcr_fin_ult1
138566,ind_tjcr_fin_ult1
138567,ind_tjcr_fin_ult1
138568,ind_tjcr_fin_ult1
138574,ind_tjcr_fin_ult1
138575,ind_tjcr_fin_ult1
138578,ind_tjcr_fin_ult1
138579,ind_tjcr_fin_ult1
138581,ind_tjcr_fin_ult1
138585,ind_tjcr_fin_ult1
138589,ind_tjcr_fin_ult1
138590,ind_tjcr_fin_ult1
138592,ind_tjcr_fin_ult1
138593,ind_tjcr_fin_ult1
138594,ind_tjcr_fin_ult1
138595,ind_tjcr_fin_ult1
138598,ind_tjcr_fin_ult1
138599,ind_tjcr_fin_ult1
138600,ind_tjcr_fin_ult1
138601,ind_tjcr_fin_ult1
138602,ind_tjcr_fin_ult1
138604,ind_tjcr_fin_ult1
138606,ind_tjcr_fin_ult1
138607,ind_tjcr_fin_ult1
138608,ind_tjcr_fin_ult1
138610,ind_tjcr_fin_ult1
138612,ind_tjcr_fin_ult1
138616,ind_tjcr_fin_ult1
138617,ind_tjcr_fin_ult1
138619,ind_tjcr_fin_ult1
138620,ind_tjcr_fin_ult1
138621,ind_tjcr_fin_ult1
138624,ind_tjcr_fin_ult1
138628,ind_tjcr_fin_ult1
138632,ind_tjcr_fin_ult1
138633,ind_tjcr_fin_ult1
138635,ind_tjcr_fin_ult1
138636,ind_tjcr_fin_ult1
138638,ind_tjcr_fin_ult1
138640,ind_tjcr_fin_ult1
138641,ind_tjcr_fin_ult1
138642,ind_tjcr_fin_ult1
138645,ind_tjcr_fin_ult1
138648,ind_tjcr_fin_ult1
138649,ind_tjcr_fin_ult1
138650,ind_tjcr_fin_ult1
138651,ind_tjcr_fin_ult1
138652,ind_tjcr_fin_ult1
138655,ind_tjcr_fin_ult1
138658,ind_tjcr_fin_ult1
138659,ind_tjcr_fin_ult1
138660,ind_tjcr_fin_ult1
138662,ind_tjcr_fin_ult1
138663,ind_tjcr_fin_ult1
138664,ind_tjcr_fin_ult1
138665,ind_tjcr_fin_ult1
138666,ind_tjcr_fin_ult1
138667,ind_tjcr_fin_ult1
138670,ind_tjcr_fin_ult1
138673,ind_tjcr_fin_ult1
138675,ind_tjcr_fin_ult1
138676,ind_tjcr_fin_ult1
138679,ind_tjcr_fin_ult1
138680,ind_tjcr_fin_ult1
138682,ind_tjcr_fin_ult1
138686,ind_tjcr_fin_ult1
138687,ind_tjcr_fin_ult1
138689,ind_tjcr_fin_ult1
138690,ind_tjcr_fin_ult1
138692,ind_tjcr_fin_ult1
138694,ind_tjcr_fin_ult1
138699,ind_tjcr_fin_ult1
138700,ind_tjcr_fin_ult1
138701,ind_tjcr_fin_ult1
138703,ind_tjcr_fin_ult1
138704,ind_tjcr_fin_ult1
138706,ind_tjcr_fin_ult1
138708,ind_tjcr_fin_ult1
138710,ind_tjcr_fin_ult1
138716,ind_tjcr_fin_ult1
138718,ind_tjcr_fin_ult1
138720,ind_tjcr_fin_ult1
138723,ind_tjcr_fin_ult1
138726,ind_tjcr_fin_ult1
138730,ind_tjcr_fin_ult1
138732,ind_tjcr_fin_ult1
138733,ind_tjcr_fin_ult1
138737,ind_tjcr_fin_ult1
138738,ind_tjcr_fin_ult1
138740,ind_tjcr_fin_ult1
138741,ind_tjcr_fin_ult1
138742,ind_tjcr_fin_ult1
138743,ind_tjcr_fin_ult1
138744,ind_tjcr_fin_ult1
138745,ind_tjcr_fin_ult1
138750,ind_tjcr_fin_ult1
138752,ind_tjcr_fin_ult1
138753,ind_tjcr_fin_ult1
138754,ind_tjcr_fin_ult1
138756,ind_tjcr_fin_ult1
138757,ind_tjcr_fin_ult1
138760,ind_tjcr_fin_ult1
138761,ind_tjcr_fin_ult1
138765,ind_tjcr_fin_ult1
138766,ind_tjcr_fin_ult1
138767,ind_tjcr_fin_ult1
138770,ind_tjcr_fin_ult1
138774,ind_tjcr_fin_ult1
138775,ind_tjcr_fin_ult1
138780,ind_tjcr_fin_ult1
138782,ind_tjcr_fin_ult1
138785,ind_tjcr_fin_ult1
138786,ind_tjcr_fin_ult1
138787,ind_tjcr_fin_ult1
138788,ind_tjcr_fin_ult1
138789,ind_tjcr_fin_ult1
138790,ind_tjcr_fin_ult1
138792,ind_tjcr_fin_ult1
138794,ind_tjcr_fin_ult1
138796,ind_tjcr_fin_ult1
138797,ind_tjcr_fin_ult1
138799,ind_tjcr_fin_ult1
138802,ind_tjcr_fin_ult1
138803,ind_tjcr_fin_ult1
138805,ind_tjcr_fin_ult1
138806,ind_tjcr_fin_ult1
138808,ind_tjcr_fin_ult1
138809,ind_tjcr_fin_ult1
138813,ind_tjcr_fin_ult1
138814,ind_tjcr_fin_ult1
138816,ind_tjcr_fin_ult1
138817,ind_tjcr_fin_ult1
138818,ind_tjcr_fin_ult1
138819,ind_tjcr_fin_ult1
138820,ind_tjcr_fin_ult1
138821,ind_tjcr_fin_ult1
138825,ind_tjcr_fin_ult1
138828,ind_tjcr_fin_ult1
138833,ind_tjcr_fin_ult1
138834,ind_tjcr_fin_ult1
138835,ind_tjcr_fin_ult1
138836,ind_tjcr_fin_ult1
138838,ind_tjcr_fin_ult1
138843,ind_tjcr_fin_ult1
138847,ind_tjcr_fin_ult1
138848,ind_tjcr_fin_ult1
138849,ind_tjcr_fin_ult1
138850,ind_tjcr_fin_ult1
138852,ind_tjcr_fin_ult1
138854,ind_tjcr_fin_ult1
138857,ind_tjcr_fin_ult1
138858,ind_tjcr_fin_ult1
138859,ind_tjcr_fin_ult1
138862,ind_tjcr_fin_ult1
138863,ind_tjcr_fin_ult1
138866,ind_tjcr_fin_ult1
138868,ind_tjcr_fin_ult1
138869,ind_tjcr_fin_ult1
138870,ind_tjcr_fin_ult1
138871,ind_tjcr_fin_ult1
138874,ind_tjcr_fin_ult1
138875,ind_tjcr_fin_ult1
138878,ind_tjcr_fin_ult1
138880,ind_tjcr_fin_ult1
138882,ind_tjcr_fin_ult1
138884,ind_tjcr_fin_ult1
138887,ind_tjcr_fin_ult1
138890,ind_tjcr_fin_ult1
138892,ind_tjcr_fin_ult1
138901,ind_tjcr_fin_ult1
138906,ind_tjcr_fin_ult1
138908,ind_tjcr_fin_ult1
138909,ind_tjcr_fin_ult1
138910,ind_tjcr_fin_ult1
138913,ind_tjcr_fin_ult1
138915,ind_tjcr_fin_ult1
138916,ind_tjcr_fin_ult1
138920,ind_tjcr_fin_ult1
138924,ind_tjcr_fin_ult1
138925,ind_tjcr_fin_ult1
138926,ind_tjcr_fin_ult1
138927,ind_tjcr_fin_ult1
138929,ind_tjcr_fin_ult1
138931,ind_tjcr_fin_ult1
138932,ind_tjcr_fin_ult1
138935,ind_tjcr_fin_ult1
138937,ind_tjcr_fin_ult1
138940,ind_tjcr_fin_ult1
138941,ind_tjcr_fin_ult1
138943,ind_tjcr_fin_ult1
138944,ind_tjcr_fin_ult1
138946,ind_tjcr_fin_ult1
138947,ind_tjcr_fin_ult1
138948,ind_tjcr_fin_ult1
138949,ind_tjcr_fin_ult1
138953,ind_tjcr_fin_ult1
138955,ind_tjcr_fin_ult1
138956,ind_tjcr_fin_ult1
138957,ind_tjcr_fin_ult1
138959,ind_tjcr_fin_ult1
138960,ind_tjcr_fin_ult1
138963,ind_tjcr_fin_ult1
138965,ind_tjcr_fin_ult1
138966,ind_tjcr_fin_ult1
138967,ind_tjcr_fin_ult1
138968,ind_tjcr_fin_ult1
138973,ind_tjcr_fin_ult1
138974,ind_tjcr_fin_ult1
138977,ind_tjcr_fin_ult1
138979,ind_tjcr_fin_ult1
138980,ind_tjcr_fin_ult1
138981,ind_tjcr_fin_ult1
138986,ind_tjcr_fin_ult1
138987,ind_tjcr_fin_ult1
138990,ind_tjcr_fin_ult1
138991,ind_tjcr_fin_ult1
138993,ind_tjcr_fin_ult1
138995,ind_tjcr_fin_ult1
138996,ind_tjcr_fin_ult1
138997,ind_tjcr_fin_ult1
138998,ind_tjcr_fin_ult1
138999,ind_tjcr_fin_ult1
139001,ind_tjcr_fin_ult1
139003,ind_tjcr_fin_ult1
139006,ind_tjcr_fin_ult1
139010,ind_tjcr_fin_ult1
139011,ind_tjcr_fin_ult1
139012,ind_tjcr_fin_ult1
139014,ind_tjcr_fin_ult1
139016,ind_tjcr_fin_ult1
139017,ind_tjcr_fin_ult1
139019,ind_tjcr_fin_ult1
139020,ind_tjcr_fin_ult1
139022,ind_tjcr_fin_ult1
139024,ind_tjcr_fin_ult1
139025,ind_tjcr_fin_ult1
139026,ind_tjcr_fin_ult1
139027,ind_tjcr_fin_ult1
139028,ind_tjcr_fin_ult1
